2021-01-27 09:24:20 CST - password - ERROR - Error : Cannot fetch data from https://10.101.25.33/redfish/v1/ : Cannot connect to host 10.101.25.33:443 ssl:default [Connect call failed ('10.101.25.33', 443)]
2021-01-27 09:40:10 CST - password - ERROR - Error : Cannot fetch data from https://10.101.24.8/redfish/v1/Systems/System.Embedded.1/Bios : Cannot connect to host 10.101.24.8:443 ssl:default [Connect call failed ('10.101.24.8', 443)]
2021-01-27 09:40:10 CST - password - ERROR - Error : Cannot fetch data from https://10.101.23.29/redfish/v1/Systems/System.Embedded.1/Bios : Cannot connect to host 10.101.23.29:443 ssl:default [Connect call failed ('10.101.23.29', 443)]
2021-01-27 09:40:10 CST - password - ERROR - Error : Cannot fetch data from https://10.101.25.17/redfish/v1/Systems/System.Embedded.1/Bios : Cannot connect to host 10.101.25.17:443 ssl:default [Connect call failed ('10.101.25.17', 443)]
2021-01-27 09:40:10 CST - password - ERROR - Error : Cannot fetch data from https://10.101.21.7/redfish/v1/Systems/System.Embedded.1/Bios : Cannot connect to host 10.101.21.7:443 ssl:default [Connect call failed ('10.101.21.7', 443)]
2021-01-27 09:40:10 CST - password - ERROR - Error : Cannot fetch data from https://10.101.21.4/redfish/v1/Systems/System.Embedded.1/Bios : Cannot connect to host 10.101.21.4:443 ssl:default [Connect call failed ('10.101.21.4', 443)]
2021-01-27 09:40:10 CST - password - ERROR - Error : Cannot fetch data from https://10.101.25.18/redfish/v1/Systems/System.Embedded.1/Bios : Cannot connect to host 10.101.25.18:443 ssl:default [Connect call failed ('10.101.25.18', 443)]
2021-01-27 09:40:10 CST - password - ERROR - Error : Cannot fetch data from https://10.101.21.9/redfish/v1/Systems/System.Embedded.1/Bios : Cannot connect to host 10.101.21.9:443 ssl:default [Connect call failed ('10.101.21.9', 443)]
2021-01-27 09:40:10 CST - password - ERROR - Error : Cannot fetch data from https://10.101.21.3/redfish/v1/Systems/System.Embedded.1/Bios : Cannot connect to host 10.101.21.3:443 ssl:default [Connect call failed ('10.101.21.3', 443)]
2021-01-27 09:40:10 CST - password - ERROR - Error : Cannot fetch data from https://10.101.21.8/redfish/v1/Systems/System.Embedded.1/Bios : Cannot connect to host 10.101.21.8:443 ssl:default [Connect call failed ('10.101.21.8', 443)]
2021-01-27 09:40:10 CST - password - ERROR - Error : Cannot fetch data from https://10.101.21.2/redfish/v1/Systems/System.Embedded.1/Bios : Cannot connect to host 10.101.21.2:443 ssl:default [Connect call failed ('10.101.21.2', 443)]
2021-01-27 09:40:10 CST - password - ERROR - Error : Cannot fetch data from https://10.101.21.1/redfish/v1/Systems/System.Embedded.1/Bios : Cannot connect to host 10.101.21.1:443 ssl:default [Connect call failed ('10.101.21.1', 443)]
2021-01-27 09:40:10 CST - password - ERROR - Error : Cannot fetch data from https://10.101.21.6/redfish/v1/Systems/System.Embedded.1/Bios : Cannot connect to host 10.101.21.6:443 ssl:default [Connect call failed ('10.101.21.6', 443)]
2021-01-27 09:40:10 CST - password - ERROR - Error : Cannot fetch data from https://10.101.21.5/redfish/v1/Systems/System.Embedded.1/Bios : Cannot connect to host 10.101.21.5:443 ssl:default [Connect call failed ('10.101.21.5', 443)]
2021-01-27 09:40:19 CST - password - ERROR - Error : Cannot fetch data from https://10.101.3.29/redfish/v1/Systems/System.Embedded.1/Bios : 
2021-01-27 09:40:19 CST - password - ERROR - Error : Cannot fetch data from https://10.101.3.7/redfish/v1/Systems/System.Embedded.1/Bios : 
2021-01-27 09:45:49 CST - password - ERROR - Error : Cannot fetch data from https://10.101.5.23/redfish/v1/Systems/System.Embedded.1/Bios : Cannot connect to host 10.101.5.23:443 ssl:default [Connect call failed ('10.101.5.23', 443)]
2021-01-27 09:45:50 CST - password - ERROR - Error : Cannot fetch data from https://10.101.25.46/redfish/v1/Systems/System.Embedded.1/Bios : Cannot connect to host 10.101.25.46:443 ssl:default [Connect call failed ('10.101.25.46', 443)]
2021-01-27 09:45:50 CST - password - ERROR - Error : Cannot fetch data from https://10.101.9.25/redfish/v1/Systems/System.Embedded.1/Bios : Cannot connect to host 10.101.9.25:443 ssl:default [Connect call failed ('10.101.9.25', 443)]
2021-01-27 09:45:50 CST - password - ERROR - Error : Cannot fetch data from https://10.101.8.30/redfish/v1/Systems/System.Embedded.1/Bios : Cannot connect to host 10.101.8.30:443 ssl:default [Connect call failed ('10.101.8.30', 443)]
2021-01-27 09:45:50 CST - password - ERROR - Error : Cannot fetch data from https://10.101.24.7/redfish/v1/Systems/System.Embedded.1/Bios : Cannot connect to host 10.101.24.7:443 ssl:default [Connect call failed ('10.101.24.7', 443)]
2021-01-27 09:45:50 CST - password - ERROR - Error : Cannot fetch data from https://10.101.23.44/redfish/v1/Systems/System.Embedded.1/Bios : Cannot connect to host 10.101.23.44:443 ssl:default [Connect call failed ('10.101.23.44', 443)]
2021-01-27 09:45:50 CST - password - ERROR - Error : Cannot fetch data from https://10.101.8.41/redfish/v1/Systems/System.Embedded.1/Bios : Cannot connect to host 10.101.8.41:443 ssl:default [Connect call failed ('10.101.8.41', 443)]
2021-01-27 09:45:50 CST - password - ERROR - Error : Cannot fetch data from https://10.101.3.28/redfish/v1/Systems/System.Embedded.1/Bios : Cannot connect to host 10.101.3.28:443 ssl:default [Connect call failed ('10.101.3.28', 443)]
2021-01-27 09:45:50 CST - password - ERROR - Error : Cannot fetch data from https://10.101.23.55/redfish/v1/Systems/System.Embedded.1/Bios : Cannot connect to host 10.101.23.55:443 ssl:default [Connect call failed ('10.101.23.55', 443)]
2021-01-27 09:45:50 CST - password - ERROR - Error : Cannot fetch data from https://10.101.23.1/redfish/v1/Systems/System.Embedded.1/Bios : Cannot connect to host 10.101.23.1:443 ssl:default [Connect call failed ('10.101.23.1', 443)]
2021-01-27 09:45:50 CST - password - ERROR - Error : Cannot fetch data from https://10.101.4.13/redfish/v1/Systems/System.Embedded.1/Bios : Cannot connect to host 10.101.4.13:443 ssl:default [Connect call failed ('10.101.4.13', 443)]
2021-01-27 09:45:50 CST - password - ERROR - Error : Cannot fetch data from https://10.101.23.17/redfish/v1/Systems/System.Embedded.1/Bios : Cannot connect to host 10.101.23.17:443 ssl:default [Connect call failed ('10.101.23.17', 443)]
2021-01-27 09:45:50 CST - password - ERROR - Error : Cannot fetch data from https://10.101.25.34/redfish/v1/Systems/System.Embedded.1/Bios : Cannot connect to host 10.101.25.34:443 ssl:default [Connect call failed ('10.101.25.34', 443)]
2021-01-27 09:45:50 CST - password - ERROR - Error : Cannot fetch data from https://10.101.24.51/redfish/v1/Systems/System.Embedded.1/Bios : Cannot connect to host 10.101.24.51:443 ssl:default [Connect call failed ('10.101.24.51', 443)]
2021-01-27 09:45:50 CST - password - ERROR - Error : Cannot fetch data from https://10.101.24.15/redfish/v1/Systems/System.Embedded.1/Bios : Cannot connect to host 10.101.24.15:443 ssl:default [Connect call failed ('10.101.24.15', 443)]
2021-01-27 09:45:50 CST - password - ERROR - Error : Cannot fetch data from https://10.101.3.39/redfish/v1/Systems/System.Embedded.1/Bios : Cannot connect to host 10.101.3.39:443 ssl:default [Connect call failed ('10.101.3.39', 443)]
2021-01-27 09:45:50 CST - password - ERROR - Error : Cannot fetch data from https://10.101.25.2/redfish/v1/Systems/System.Embedded.1/Bios : Cannot connect to host 10.101.25.2:443 ssl:default [Connect call failed ('10.101.25.2', 443)]
2021-01-27 09:45:50 CST - password - ERROR - Error : Cannot fetch data from https://10.101.25.51/redfish/v1/Systems/System.Embedded.1/Bios : Cannot connect to host 10.101.25.51:443 ssl:default [Connect call failed ('10.101.25.51', 443)]
2021-01-27 09:45:50 CST - password - ERROR - Error : Cannot fetch data from https://10.101.7.35/redfish/v1/Systems/System.Embedded.1/Bios : Cannot connect to host 10.101.7.35:443 ssl:default [Connect call failed ('10.101.7.35', 443)]
2021-01-27 09:45:50 CST - password - ERROR - Error : Cannot fetch data from https://10.101.8.35/redfish/v1/Systems/System.Embedded.1/Bios : Cannot connect to host 10.101.8.35:443 ssl:default [Connect call failed ('10.101.8.35', 443)]
2021-01-27 09:45:50 CST - password - ERROR - Error : Cannot fetch data from https://10.101.9.29/redfish/v1/Systems/System.Embedded.1/Bios : Cannot connect to host 10.101.9.29:443 ssl:default [Connect call failed ('10.101.9.29', 443)]
2021-01-27 09:45:50 CST - password - ERROR - Error : Cannot fetch data from https://10.101.23.28/redfish/v1/Systems/System.Embedded.1/Bios : Cannot connect to host 10.101.23.28:443 ssl:default [Connect call failed ('10.101.23.28', 443)]
2021-01-27 09:45:50 CST - password - ERROR - Error : Cannot fetch data from https://10.101.26.41/redfish/v1/Systems/System.Embedded.1/Bios : Cannot connect to host 10.101.26.41:443 ssl:default [Connect call failed ('10.101.26.41', 443)]
2021-01-27 09:45:50 CST - password - ERROR - Error : Cannot fetch data from https://10.101.24.56/redfish/v1/Systems/System.Embedded.1/Bios : Cannot connect to host 10.101.24.56:443 ssl:default [Connect call failed ('10.101.24.56', 443)]
2021-01-27 09:45:50 CST - password - ERROR - Error : Cannot fetch data from https://10.101.25.45/redfish/v1/Systems/System.Embedded.1/Bios : Cannot connect to host 10.101.25.45:443 ssl:default [Connect call failed ('10.101.25.45', 443)]
2021-01-27 09:45:50 CST - password - ERROR - Error : Cannot fetch data from https://10.101.8.29/redfish/v1/Systems/System.Embedded.1/Bios : Cannot connect to host 10.101.8.29:443 ssl:default [Connect call failed ('10.101.8.29', 443)]
2021-01-27 09:45:50 CST - password - ERROR - Error : Cannot fetch data from https://10.101.25.33/redfish/v1/Systems/System.Embedded.1/Bios : Cannot connect to host 10.101.25.33:443 ssl:default [Connect call failed ('10.101.25.33', 443)]
2021-01-27 09:45:50 CST - password - ERROR - Error : Cannot fetch data from https://10.101.9.23/redfish/v1/Systems/System.Embedded.1/Bios : Cannot connect to host 10.101.9.23:443 ssl:default [Connect call failed ('10.101.9.23', 443)]
2021-01-27 09:45:50 CST - password - ERROR - Error : Cannot fetch data from https://10.101.23.34/redfish/v1/Systems/System.Embedded.1/Bios : Cannot connect to host 10.101.23.34:443 ssl:default [Connect call failed ('10.101.23.34', 443)]
2021-01-27 09:45:50 CST - password - ERROR - Error : Cannot fetch data from https://10.101.24.55/redfish/v1/Systems/System.Embedded.1/Bios : Cannot connect to host 10.101.24.55:443 ssl:default [Connect call failed ('10.101.24.55', 443)]
2021-01-27 09:45:50 CST - password - ERROR - Error : Cannot fetch data from https://10.101.25.50/redfish/v1/Systems/System.Embedded.1/Bios : Cannot connect to host 10.101.25.50:443 ssl:default [Connect call failed ('10.101.25.50', 443)]
2021-01-27 09:45:50 CST - password - ERROR - Error : Cannot fetch data from https://10.101.9.28/redfish/v1/Systems/System.Embedded.1/Bios : Cannot connect to host 10.101.9.28:443 ssl:default [Connect call failed ('10.101.9.28', 443)]
2021-01-27 09:45:50 CST - password - ERROR - Error : Cannot fetch data from https://10.101.23.39/redfish/v1/Systems/System.Embedded.1/Bios : Cannot connect to host 10.101.23.39:443 ssl:default [Connect call failed ('10.101.23.39', 443)]
2021-01-27 09:45:50 CST - password - ERROR - Error : Cannot fetch data from https://10.101.24.49/redfish/v1/Systems/System.Embedded.1/Bios : Cannot connect to host 10.101.24.49:443 ssl:default [Connect call failed ('10.101.24.49', 443)]
2021-01-27 09:45:50 CST - password - ERROR - Error : Cannot fetch data from https://10.101.25.44/redfish/v1/Systems/System.Embedded.1/Bios : Cannot connect to host 10.101.25.44:443 ssl:default [Connect call failed ('10.101.25.44', 443)]
2021-01-27 09:45:50 CST - password - ERROR - Error : Cannot fetch data from https://10.101.9.21/redfish/v1/Systems/System.Embedded.1/Bios : Cannot connect to host 10.101.9.21:443 ssl:default [Connect call failed ('10.101.9.21', 443)]
2021-01-27 09:45:50 CST - password - ERROR - Error : Cannot fetch data from https://10.101.24.53/redfish/v1/Systems/System.Embedded.1/Bios : Cannot connect to host 10.101.24.53:443 ssl:default [Connect call failed ('10.101.24.53', 443)]
2021-01-27 09:45:50 CST - password - ERROR - Error : Cannot fetch data from https://10.101.23.38/redfish/v1/Systems/System.Embedded.1/Bios : Cannot connect to host 10.101.23.38:443 ssl:default [Connect call failed ('10.101.23.38', 443)]
2021-01-27 09:45:50 CST - password - ERROR - Error : Cannot fetch data from https://10.101.25.49/redfish/v1/Systems/System.Embedded.1/Bios : Cannot connect to host 10.101.25.49:443 ssl:default [Connect call failed ('10.101.25.49', 443)]
2021-01-27 09:45:50 CST - password - ERROR - Error : Cannot fetch data from https://10.101.9.31/redfish/v1/Systems/System.Embedded.1/Bios : Cannot connect to host 10.101.9.31:443 ssl:default [Connect call failed ('10.101.9.31', 443)]
2021-01-27 09:45:50 CST - password - ERROR - Error : Cannot fetch data from https://10.101.23.32/redfish/v1/Systems/System.Embedded.1/Bios : Cannot connect to host 10.101.23.32:443 ssl:default [Connect call failed ('10.101.23.32', 443)]
2021-01-27 09:45:50 CST - password - ERROR - Error : Cannot fetch data from https://10.101.25.43/redfish/v1/Systems/System.Embedded.1/Bios : Cannot connect to host 10.101.25.43:443 ssl:default [Connect call failed ('10.101.25.43', 443)]
2021-01-27 09:45:50 CST - password - ERROR - Error : Cannot fetch data from https://10.101.25.48/redfish/v1/Systems/System.Embedded.1/Bios : Cannot connect to host 10.101.25.48:443 ssl:default [Connect call failed ('10.101.25.48', 443)]
2021-01-27 09:45:50 CST - password - ERROR - Error : Cannot fetch data from https://10.101.23.37/redfish/v1/Systems/System.Embedded.1/Bios : Cannot connect to host 10.101.23.37:443 ssl:default [Connect call failed ('10.101.23.37', 443)]
2021-01-27 09:45:50 CST - password - ERROR - Error : Cannot fetch data from https://10.101.25.42/redfish/v1/Systems/System.Embedded.1/Bios : Cannot connect to host 10.101.25.42:443 ssl:default [Connect call failed ('10.101.25.42', 443)]
2021-01-27 09:45:50 CST - password - ERROR - Error : Cannot fetch data from https://10.101.23.31/redfish/v1/Systems/System.Embedded.1/Bios : Cannot connect to host 10.101.23.31:443 ssl:default [Connect call failed ('10.101.23.31', 443)]
2021-01-27 09:45:50 CST - password - ERROR - Error : Cannot fetch data from https://10.101.25.37/redfish/v1/Systems/System.Embedded.1/Bios : Cannot connect to host 10.101.25.37:443 ssl:default [Connect call failed ('10.101.25.37', 443)]
2021-01-27 09:45:50 CST - password - ERROR - Error : Cannot fetch data from https://10.101.25.47/redfish/v1/Systems/System.Embedded.1/Bios : Cannot connect to host 10.101.25.47:443 ssl:default [Connect call failed ('10.101.25.47', 443)]
2021-01-27 09:45:50 CST - password - ERROR - Error : Cannot fetch data from https://10.101.23.36/redfish/v1/Systems/System.Embedded.1/Bios : Cannot connect to host 10.101.23.36:443 ssl:default [Connect call failed ('10.101.23.36', 443)]
2021-01-27 09:45:50 CST - password - ERROR - Error : Cannot fetch data from https://10.101.23.40/redfish/v1/Systems/System.Embedded.1/Bios : Cannot connect to host 10.101.23.40:443 ssl:default [Connect call failed ('10.101.23.40', 443)]
2021-01-27 09:45:50 CST - password - ERROR - Error : Cannot fetch data from https://10.101.25.28/redfish/v1/Systems/System.Embedded.1/Bios : Cannot connect to host 10.101.25.28:443 ssl:default [Connect call failed ('10.101.25.28', 443)]
2021-01-27 09:45:53 CST - password - ERROR - Error : Cannot fetch data from https://10.101.26.60/redfish/v1/Systems/System.Embedded.1/Bios : Cannot connect to host 10.101.26.60:443 ssl:default [Connect call failed ('10.101.26.60', 443)]
2021-01-27 09:45:53 CST - password - ERROR - Error : Cannot fetch data from https://10.101.25.18/redfish/v1/Systems/System.Embedded.1/Bios : Cannot connect to host 10.101.25.18:443 ssl:default [Connect call failed ('10.101.25.18', 443)]
2021-01-27 09:45:53 CST - password - ERROR - Error : Cannot fetch data from https://10.101.23.26/redfish/v1/Systems/System.Embedded.1/Bios : Cannot connect to host 10.101.23.26:443 ssl:default [Connect call failed ('10.101.23.26', 443)]
2021-01-27 09:45:53 CST - password - ERROR - Error : Cannot fetch data from https://10.101.24.8/redfish/v1/Systems/System.Embedded.1/Bios : Cannot connect to host 10.101.24.8:443 ssl:default [Connect call failed ('10.101.24.8', 443)]
2021-01-27 09:45:53 CST - password - ERROR - Error : Cannot fetch data from https://10.101.21.5/redfish/v1/Systems/System.Embedded.1/Bios : Cannot connect to host 10.101.21.5:443 ssl:default [Connect call failed ('10.101.21.5', 443)]
2021-01-27 09:45:53 CST - password - ERROR - Error : Cannot fetch data from https://10.101.25.17/redfish/v1/Systems/System.Embedded.1/Bios : Cannot connect to host 10.101.25.17:443 ssl:default [Connect call failed ('10.101.25.17', 443)]
2021-01-27 09:45:53 CST - password - ERROR - Error : Cannot fetch data from https://10.101.26.59/redfish/v1/Systems/System.Embedded.1/Bios : Cannot connect to host 10.101.26.59:443 ssl:default [Connect call failed ('10.101.26.59', 443)]
2021-01-27 09:45:53 CST - password - ERROR - Error : Cannot fetch data from https://10.101.21.9/redfish/v1/Systems/System.Embedded.1/Bios : Cannot connect to host 10.101.21.9:443 ssl:default [Connect call failed ('10.101.21.9', 443)]
2021-01-27 09:45:53 CST - password - ERROR - Error : Cannot fetch data from https://10.101.9.41/redfish/v1/Systems/System.Embedded.1/Bios : Cannot connect to host 10.101.9.41:443 ssl:default [Connect call failed ('10.101.9.41', 443)]
2021-01-27 09:45:53 CST - password - ERROR - Error : Cannot fetch data from https://10.101.23.29/redfish/v1/Systems/System.Embedded.1/Bios : Cannot connect to host 10.101.23.29:443 ssl:default [Connect call failed ('10.101.23.29', 443)]
2021-01-27 09:45:53 CST - password - ERROR - Error : Cannot fetch data from https://10.101.8.8/redfish/v1/Systems/System.Embedded.1/Bios : Cannot connect to host 10.101.8.8:443 ssl:default [Connect call failed ('10.101.8.8', 443)]
2021-01-27 09:45:53 CST - password - ERROR - Error : Cannot fetch data from https://10.101.26.35/redfish/v1/Systems/System.Embedded.1/Bios : Cannot connect to host 10.101.26.35:443 ssl:default [Connect call failed ('10.101.26.35', 443)]
2021-01-27 09:45:53 CST - password - ERROR - Error : Cannot fetch data from https://10.101.20.10/redfish/v1/Systems/System.Embedded.1/Bios : Cannot connect to host 10.101.20.10:443 ssl:default [Connect call failed ('10.101.20.10', 443)]
2021-01-27 09:45:53 CST - password - ERROR - Error : Cannot fetch data from https://10.101.21.10/redfish/v1/Systems/System.Embedded.1/Bios : Cannot connect to host 10.101.21.10:443 ssl:default [Connect call failed ('10.101.21.10', 443)]
2021-01-27 09:45:53 CST - password - ERROR - Error : Cannot fetch data from https://10.101.26.57/redfish/v1/Systems/System.Embedded.1/Bios : Cannot connect to host 10.101.26.57:443 ssl:default [Connect call failed ('10.101.26.57', 443)]
2021-01-27 09:45:53 CST - password - ERROR - Error : Cannot fetch data from https://10.101.21.4/redfish/v1/Systems/System.Embedded.1/Bios : Cannot connect to host 10.101.21.4:443 ssl:default [Connect call failed ('10.101.21.4', 443)]
2021-01-27 09:45:53 CST - password - ERROR - Error : Cannot fetch data from https://10.101.9.35/redfish/v1/Systems/System.Embedded.1/Bios : Cannot connect to host 10.101.9.35:443 ssl:default [Connect call failed ('10.101.9.35', 443)]
2021-01-27 09:45:53 CST - password - ERROR - Error : Cannot fetch data from https://10.101.21.8/redfish/v1/Systems/System.Embedded.1/Bios : Cannot connect to host 10.101.21.8:443 ssl:default [Connect call failed ('10.101.21.8', 443)]
2021-01-27 09:45:53 CST - password - ERROR - Error : Cannot fetch data from https://10.101.26.34/redfish/v1/Systems/System.Embedded.1/Bios : Cannot connect to host 10.101.26.34:443 ssl:default [Connect call failed ('10.101.26.34', 443)]
2021-01-27 09:45:53 CST - password - ERROR - Error : Cannot fetch data from https://10.101.21.3/redfish/v1/Systems/System.Embedded.1/Bios : Cannot connect to host 10.101.21.3:443 ssl:default [Connect call failed ('10.101.21.3', 443)]
2021-01-27 09:45:53 CST - password - ERROR - Error : Cannot fetch data from https://10.101.21.7/redfish/v1/Systems/System.Embedded.1/Bios : Cannot connect to host 10.101.21.7:443 ssl:default [Connect call failed ('10.101.21.7', 443)]
2021-01-27 09:45:53 CST - password - ERROR - Error : Cannot fetch data from https://10.101.26.56/redfish/v1/Systems/System.Embedded.1/Bios : Cannot connect to host 10.101.26.56:443 ssl:default [Connect call failed ('10.101.26.56', 443)]
2021-01-27 09:45:53 CST - password - ERROR - Error : Cannot fetch data from https://10.101.21.2/redfish/v1/Systems/System.Embedded.1/Bios : Cannot connect to host 10.101.21.2:443 ssl:default [Connect call failed ('10.101.21.2', 443)]
2021-01-27 09:45:53 CST - password - ERROR - Error : Cannot fetch data from https://10.101.26.33/redfish/v1/Systems/System.Embedded.1/Bios : Cannot connect to host 10.101.26.33:443 ssl:default [Connect call failed ('10.101.26.33', 443)]
2021-01-27 09:45:53 CST - password - ERROR - Error : Cannot fetch data from https://10.101.21.1/redfish/v1/Systems/System.Embedded.1/Bios : Cannot connect to host 10.101.21.1:443 ssl:default [Connect call failed ('10.101.21.1', 443)]
2021-01-27 09:45:53 CST - password - ERROR - Error : Cannot fetch data from https://10.101.21.6/redfish/v1/Systems/System.Embedded.1/Bios : Cannot connect to host 10.101.21.6:443 ssl:default [Connect call failed ('10.101.21.6', 443)]
2021-01-27 09:46:02 CST - password - ERROR - Error : Cannot fetch data from https://10.101.7.5/redfish/v1/Systems/System.Embedded.1/Bios : 
2021-01-27 09:46:02 CST - password - ERROR - Error : Cannot fetch data from https://10.101.2.16/redfish/v1/Systems/System.Embedded.1/Bios : 
